Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max
24,2022-07-10,12,0.12823280229105385,0.09423347398030943,0.20695364238410596,-0.31340706743687335,-0.3531536537927202,-0.20610687022900764
25,2022-07-15,12,0.13167635739827274,0.11545293072824156,0.18221734357848518,-0.08037684589000342,-0.0989667049368542,-0.04346035015447992
26,2022-07-15,12,0.1395944579475666,0.1241751649670066,0.18171683389074694,-0.07698249406138412,-0.09754418177645169,-0.036748101005953604
27,2022-07-20,12,0.12261704126034251,0.09693454846727423,0.1955128205128205,-0.2760542858124255,-0.3101010101010101,-0.1800323549803559
28,2022-07-25,12,0.13307624453396144,0.07086614173228346,0.20353982300884957,0.116544876793125,0.04822156614649234,0.16313236313236312
29,2022-07-30,12,0.1597701091589544,0.11939594148183105,0.27763627101375443,-0.37161049371041177,-0.40965889902060115,-0.20162224797219003
30,2022-08-04,12,0.13377775280981047,0.1078125,0.2396576319543509,-0.30864658223415076,-0.34291581108829566,-0.1710980312563426
31,2022-08-09,12,0.08853734428782678,0.05731394354148845,0.20288903479973736,-0.3680032465061175,-0.40946777213158597,-0.18378257963911784
32,2022-08-14,12,0.212404306317832,0.10562180579216354,0.30994897959183676,-0.25157400438515076,-0.33658536585365856,-0.12240974150822474
33,2022-08-19,12,0.14773426662711842,0.11912751677852348,0.3050847457627119,-0.316761158595033,-0.3505761843790013,-0.10284561953842707
34,2022-08-19,12,0.15153606684997717,0.12280701754385964,0.3059360730593607,-0.3124710182881253,-0.34662576687116564,-0.10143626570915619
35,2022-08-24,12,0.14172349772662482,0.10087719298245613,0.3212827988338192,-0.29365100358053337,-0.32716650438169426,-0.10389867405501682
36,2022-09-13,12,0.2462505839666064,0.15398886827458255,0.5910290237467019,-0.2549864587964883,-0.352252017703723,-0.008041730058682896
37,2022-09-23,12,0.44377012018247847,0.24514338575393155,0.7817638266068759,-0.12838528128866297,-0.2916224814422057,0.19839142091152814
38,2022-10-03,12,0.5628596851399822,0.2822138944940905,0.7543691644721092,0.029304146417481136,-0.24308300395256918,0.2336004749183734
39,2022-10-13,12,0.2505548058297722,0.16175413371675054,0.3838319541693189,-0.22226268104482827,-0.3361462728551336,-0.04961748633879781
40,2022-10-28,12,0.17769041742182312,0.09002433090024331,0.3577142857142857,-0.1437798677508815,-0.39768339768339767,0.10112359550561797
41,2022-11-02,12,0.18863053064752863,0.1396957123098202,0.5476363636363636,-0.24080307479432764,-0.28951890034364264,0.11764705882352941
42,2022-11-27,12,0.2392471139426759,0.1628721541155867,0.3992820103709613,-0.2814627035310665,-0.33290816326530615,-0.10250451846114124
43,2022-12-07,12,0.25055149102606933,0.14666666666666667,0.3800738007380074,-0.05014657045306476,-0.2375933245498463,0.08141321044546851
44,2022-12-22,12,0.40323217909833353,0.26397248495270853,0.5112540192926045,-0.11678450990025813,-0.2189884148064425,0.10731848423488574
45,2022-12-27,12,0.4089481192703036,0.2766338406445837,0.5291222313371616,-0.10943649227899725,-0.2161849710982659,0.10353535353535354
46,2023-01-06,12,0.45556291651452746,0.297029702970297,0.5627466456195738,-0.02026880977711591,-0.14527915814089448,0.11235326998323085
47,2023-01-16,12,0.5020834095586212,0.34107883817427387,0.6321243523316062,-0.00515081506999447,-0.1285215991414006,0.07462686567164178
48,2023-02-05,12,0.5528746252728772,0.399120050282841,0.6515892420537898,0.0609230239798963,-0.05185886810324414,0.13302942395358475
49,2023-02-15,12,0.5015812383588624,0.3673780487804878,0.5818525519848772,0.002504022696198405,-0.11381040401373119,0.09137445610442795
50,2023-03-02,12,0.5517008850309405,0.32977461447212336,0.6530009839291571,0.08182637628483373,-0.08952959028831563,0.21464903357070192
51,2023-03-07,12,0.4222227855271399,0.22676200204290092,0.531809759110562,0.08788120000852202,-0.06613141770547222,0.1892605633802817
52,2023-03-12,12,0.5152710831914264,0.3220338983050847,0.5939565627950897,0.10396282223426123,-0.06958250497017893,0.21665788086452292
53,2023-03-17,12,0.6056204826025517,0.3500305436774588,0.7001545595054096,0.12782119697506172,-0.11168607158257869,0.21735449735449736
54,2023-03-27,12,0.5607743546390571,0.34265734265734266,0.6629464285714286,0.1204968483747267,-0.04707792207792208,0.20307443365695793
55,2023-04-21,12,0.5958727286254649,0.3762597984322508,0.6717457553330431,0.18270775697943262,0.04041080598347845,0.26706231454005935
